Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine,Seats,Price
Honda Mobilio S i VTEC,2015,26000,Petrol,Manual,1497 CC,7,18275
Honda Amaze S i-Vtech,2017,32005,Petrol,Manual,1198 CC,5,18275
Honda City i-VTEC CVT VX,2017,35000,Petrol,Automatic,1497 CC,5,33110
Land Rover Range Rover 2.2L Dynamic,2015,52000,Diesel,Automatic,2179 CC,5,170925
Honda City i-VTEC V,2017,11000,Petrol,Manual,1497 CC,5,36550
Mercedes-Benz E-Class 280 Elegance,2008,62000,Petrol,Automatic,2997 CC,5,30100
Ford Ikon 1.3 Flair,2002,65134,Petrol,Manual,1299 CC,5,3440
Toyota Fortuner 4x2 Manual,2013,71000,Diesel,Manual,2982 CC,7,65575
Maruti A-Star Vxi,2008,51366,Petrol,Manual,998 CC,5,9675
Tata Sumo EX,2016,46300,Diesel,Manual,1948 CC,7,20855
Honda City V AT,2012,60908,Petrol,Automatic,1497 CC,5,27606
Nissan Micra XV D,2012,93450,Diesel,Manual,1461 CC,5,10750
Hyundai Verna SX CRDi AT,2011,104000,Diesel,Automatic,1582 CC,5,24725
Maruti 800 Std,2003,52000,Petrol,Manual,796 CC,4,2150
Mahindra XUV500 W8 4WD,2015,42999,Diesel,Manual,2179 CC,7,49536
Maruti SX4 VDI,2014,90000,Diesel,Manual,1248 CC,5,19350
Hyundai i20 Sportz AT 1.4,2013,72000,Petrol,Automatic,1396 CC,5,20425
Hyundai Creta 1.6 CRDi SX,2019,54321,Diesel,Manual,1582 CC,5,58222
Mercedes-Benz E-Class E250 CDI Avantgrade,2015,59630,Diesel,Automatic,2143 CC,5,100663
Toyota Fortuner 4x2 AT,2013,116000,Diesel,Automatic,2982 CC,7,82775
Volvo S60 D4 KINETIC,2015,34000,Diesel,Automatic,1984 CC,5,86000
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,70000,Diesel,Automatic,2143 CC,5,55900
Honda Accord 2.4 Elegance M/T,2010,80000,Petrol,Manual,2354 CC,5,17157
Honda Amaze S i-Dtech,2015,110000,Diesel,Manual,1498 CC,5,19995
Maruti Dzire ZDI,2013,56454,Diesel,Manual,1248 CC,5,19995
Maruti Swift LXI,2013,60000,Petrol,Manual,1197 CC,5,13545
Toyota Corolla Altis G HV AT,2013,56000,Petrol,Automatic,1798 CC,5,35475
Land Rover Range Rover Vogue SE 4.4 SDV8,2012,63000,Diesel,Automatic,4367 CC,5,279500
Maruti Swift VDI,2012,63000,Diesel,Manual,1248 CC,5,19350
Jeep Compass 2.0 Limited Option 4X4,2017,15050,Diesel,Manual,1956 CC,5,75250
Maruti Swift VXI BSIV,2016,29401,Petrol,Manual,1197 CC,5,18533
Honda Jazz 1.2 SV i VTEC,2016,25238,Petrol,Manual,1199 CC,5,26660
Toyota Etios GD,2011,79000,Diesel,Manual,1364 CC,5,20081
Volkswagen Polo Petrol Trendline 1.2L,2011,58752,Petrol,Manual,1198 CC,5,14276
Honda Civic 2006-2010 1.8 V AT,2011,62000,Petrol,Automatic,1799 CC,5,16125
Toyota Etios G SP,2013,132000,Petrol,Manual,1496 CC,5,20210
Hyundai Verna 1.6 SX VTVT,2016,51000,Petrol,Manual,1591 CC,5,27950
Toyota Innova 2.5 G4 Diesel 8-seater,2009,185200,Diesel,Manual,2494 CC,8,31175
Maruti SX4 S Cross DDiS 320 Zeta,2016,61717,Diesel,Manual,1598 CC,5,38442
Ford Freestyle Titanium Plus Petrol,2018,8896,Petrol,Manual,1194 CC,5,31562
Maruti Baleno Alpha 1.2,2016,17000,Petrol,Manual,1197 CC,5,29670
Honda Jazz V,2016,31378,Petrol,Manual,1199 CC,5,25370
Hyundai Verna 1.6 CRDi EX AT,2013,114000,Diesel,Automatic,1582 CC,5,29025
Honda Amaze VX i-DTEC,2014,81000,Diesel,Manual,1498 CC,5,17630
Audi Q3 30 TDI Premium FWD,2017,31000,Diesel,Automatic,1968 CC,5,116100
Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,35000,Petrol,Manual,1598 CC,5,19350
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,60001,Diesel,Automatic,1968 CC,5,62350
Maruti Swift Dzire VDI,2014,75074,Diesel,Manual,1248 CC,5,22575
Tata Indica Vista Quadrajet LS,2012,80000,Diesel,Manual,1248 CC,5,5160
Toyota Innova 2.5 G (Diesel) 8 Seater,2006,147350,Diesel,Manual,2494 CC,8,21285
Renault Duster 110PS Diesel RxZ Plus,2013,60000,Diesel,Manual,1461 CC,5,32250
Mercedes-Benz E-Class E400 Cabriolet,2015,7501,Petrol,Automatic,2996 CC,4,206400
Honda Amaze S i-Dtech,2015,58000,Diesel,Manual,1498 CC,5,19135
Mercedes-Benz GLE 350d,2018,29277,Diesel,Automatic,2987 CC,5,256495
Maruti Ritz VDi,2015,57034,Diesel,Manual,1248 CC,5,18834
Maruti Ciaz ZDi Plus SHVS,2016,40810,Diesel,Manual,1248 CC,5,33970
Hyundai Santro Xing GL,2008,35268,Petrol,Manual,1086 CC,5,8084
BMW 5 Series 520d Sedan,2008,81000,Diesel,Automatic,,,45150
Maruti Baleno Delta CVT,2018,34630,Petrol,Automatic,1197 CC,5,31347
Ford Fiesta Diesel Titanium Plus,2012,45122,Diesel,Manual,1498 CC,5,25800
Mahindra XUV500 W8 2WD,2011,126000,Diesel,Manual,2179 CC,7,28810
Maruti Alto LXi,2009,63000,Petrol,Manual,796 CC,5,6450
Mini Cooper 3 DOOR D,2016,32298,Diesel,Automatic,1496 CC,4,102340
Mahindra XUV500 W8 4WD,2014,63288,Diesel,Manual,2179 CC,7,33411
Hyundai Santro Xing GLS,2012,43337,Petrol,Manual,1086 CC,5,14276
Maruti Swift VDI,2015,46561,Diesel,Manual,1248 CC,5,21242
Mercedes-Benz A Class A180 CDI,2013,34000,Diesel,Automatic,2143 CC,5,47300
Renault KWID RXT,2016,48000,Petrol,Manual,799 CC,5,14620
Maruti Swift VDI,2013,56263,Diesel,Manual,1248 CC,5,17931
Maruti Zen LXI,2005,84060,Petrol,Manual,993 CC,5,5375
Hyundai Grand i10 Magna AT,2016,9000,Petrol,Automatic,1197 CC,5,23435
Tata Manza Aura Quadrajet BS IV,2012,79000,Diesel,Manual,1248 CC,5,11137
Mahindra XUV500 W10 AWD,2015,87900,Diesel,Manual,2179 CC,7,51643
Maruti Swift Dzire 1.2 Vxi BSIV,2010,72425,Petrol,Manual,1197 CC,5,10535
Audi Q3 35 TDI Quattro Premium Plus,2015,38000,Diesel,Automatic,1968 CC,5,124700
Ford Fiesta 1.4 SXi TDCi,2008,83000,Diesel,Manual,1399 CC,5,10320
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,107000,Diesel,Automatic,2143 CC,5,51557
Honda City i VTEC CVT VX,2015,51000,Petrol,Automatic,1497 CC,5,33970
Toyota Innova 2.5 GX 7 STR,2010,140000,Diesel,Manual,2494 CC,7,26875
Chevrolet Beat LT,2011,48000,Petrol,Manual,1199 CC,5,7740
Maruti Wagon R LXI CNG,2013,62000,CNG,Manual,998 CC,5,12040
Honda Jazz 1.2 S i VTEC,2015,31000,Petrol,Manual,1199 CC,5,21070
Nissan Micra XL Primo,2010,75055,Petrol,Manual,1198 CC,5,9675
Maruti Ciaz AT ZXi,2017,51210,Petrol,Automatic,1373 CC,5,38227
Toyota Fortuner 4x2 AT,2012,87000,Diesel,Automatic,2982 CC,7,64500
Ford Aspire Ambiente Diesel,2018,17000,Diesel,Manual,1498 CC,5,24295
Maruti Ertiga ZDI,2014,57000,Diesel,Manual,1248 CC,7,30100
Maruti Alto 800 LXI,2016,9370,Petrol,Manual,796 CC,5,12685
Honda Brio V MT,2013,53226,Petrol,Manual,1198 CC,5,14190
Hyundai Verna Transform CRDi VGT SX ABS,2010,120000,Diesel,Manual,1493 CC,5,15050
Honda City 1.5 GXI,2007,75055,Petrol,Manual,1493 CC,5,9890
Hyundai Creta 1.6 CRDi SX,2017,37247,Diesel,Manual,1582 CC,5,58867
Toyota Etios Liva GD,2013,64000,Diesel,Manual,1364 CC,5,13330
Hyundai Sonata Transform 2.4 GDi MT,2014,12000,Petrol,Manual,2359 CC,5,54825
Hyundai Creta 1.6 CRDi SX Option,2017,40158,Diesel,Manual,1582 CC,5,59125
Honda Jazz 1.2 SV i VTEC,2017,11000,Petrol,Manual,1199 CC,5,29025
Volkswagen Vento Diesel Comfortline,2014,70010,Diesel,Manual,1598 CC,5,22575
Mahindra XUV500 W6 2WD,2015,82000,Diesel,Manual,2179 CC,7,37625
Mahindra TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,1493 CC,7,38141
Honda Accord 2001-2003 2.3 VTi L AT,2010,84000,Petrol,Automatic,2354 CC,5,27950
Maruti Ertiga VDI,2012,168000,Diesel,Manual,1248 CC,7,19350
Mahindra Ssangyong Rexton RX5,2012,73670,Diesel,Manual,2696 CC,7,53750
Toyota Fortuner 4x2 AT,2014,89540,Diesel,Automatic,2982 CC,7,72240
Maruti Ertiga ZDI,2016,85423,Diesel,Manual,1248 CC,7,37625
Hyundai Elantra CRDi SX AT,2013,48823,Diesel,Automatic,1582 CC,5,36550
Hyundai i10 Magna 1.2,2011,35082,Petrol,Manual,1197 CC,5,9503
Maruti Omni MPI STD BSIV,2012,126000,Petrol,Manual,796 CC,5,6880
Honda Amaze VX AT i-Vtech,2016,19000,Petrol,Automatic,1198 CC,5,26875
Honda Civic 2006-2010 1.8 V AT,2007,69000,Petrol,Automatic,1799 CC,5,9675
Mercedes-Benz CLA 200 CDI Sport,2019,29836,Diesel,Automatic,2143 CC,5,110725
Skoda Superb 1.8 TFSI MT,2010,48002,Petrol,Manual,1798 CC,5,29025
Maruti Ciaz ZDi Plus SHVS,2015,52324,Diesel,Manual,1248 CC,5,26875
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,65000,Diesel,Manual,1498 CC,5,21930
Mercedes-Benz M-Class ML 320 CDI,2009,66000,Diesel,Automatic,2987 CC,5,46225
Hyundai Grand i10 CRDi Sportz,2016,75700,Diesel,Manual,1120 CC,5,24510
Volkswagen Vento Diesel Breeze,2013,43000,Diesel,Manual,1598 CC,5,25585
Chevrolet Beat Diesel LT,2012,42706,Diesel,Manual,936 CC,5,10320
Mahindra Quanto C6,2013,35000,Diesel,Manual,1493 CC,7,15007
Hyundai i10 Asta 1.2 AT with Sunroof,2011,54348,Petrol,Automatic,1197 CC,5,17200
Toyota Etios Liva 1.4 GD,2013,84000,Diesel,Manual,1364 CC,5,16555
Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,63298,Petrol,Automatic,1794 CC,5,16985
Hyundai i10 Magna 1.2,2013,75049,Petrol,Manual,1197 CC,5,12900
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,24237,Petrol,Manual,1196 CC,5,28810
Maruti Ritz ZXi,2016,22767,Petrol,Manual,1197 CC,5,26402
Hyundai i20 Sportz AT 1.4,2012,58000,Petrol,Automatic,1396 CC,5,18920
Maruti Swift Dzire LDI,2017,57000,Diesel,Manual,1248 CC,5,18275
BMW 7 Series 2007-2012 750Li,2010,50161,Petrol,Automatic,4395 CC,5,111499
Maruti S Cross DDiS 320 Alpha,2016,45000,Diesel,Manual,1598 CC,5,30100
Toyota Fortuner 4x4 AT,2017,68319,Diesel,Automatic,2982 CC,7,108016
Hyundai EON 1.0 Magna Plus Option O,2017,30711,Petrol,Manual,998 CC,5,19135
Hyundai i20 1.4 CRDi Magna,2011,38277,Diesel,Manual,1396 CC,5,10320
Volkswagen Vento Diesel Highline,2012,115000,Diesel,Manual,1598 CC,5,18619
Maruti Swift Dzire VXi AT,2017,46849,Petrol,Automatic,1197 CC,5,29799
Hyundai i20 Magna 1.4 CRDi,2014,64000,Diesel,Manual,1396 CC,5,18275
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,130923,Diesel,Automatic,2143 CC,5,53750
Hyundai Grand i10 Sportz,2015,15000,Petrol,Manual,1197 CC,5,21070
Hyundai i20 1.4 CRDi Sportz,2014,32720,Diesel,Manual,1396 CC,5,19350
Renault KWID RXT,2016,12500,Petrol,Manual,799 CC,5,12900
Hyundai Xcent 1.2 Kappa AT SX Option,2015,59800,Petrol,Automatic,1197 CC,5,24940
Volkswagen Vento Petrol Highline,2011,54211,Petrol,Manual,1598 CC,5,14319
Chevrolet Cruze LTZ AT,2015,62242,Diesel,Automatic,1998 CC,5,28466
Nissan Terrano XL 110 PS,2015,54000,Diesel,Manual,1461 CC,5,24725
Hyundai Verna 1.6 SX,2012,65000,Diesel,Manual,1582 CC,5,26660
Maruti Celerio VXI AMT,2015,55000,Petrol,Automatic,998 CC,5,15050
Maruti Wagon R LXI,2010,71000,Petrol,Manual,998 CC,5,8600
Hyundai i20 Magna Optional 1.4 CRDi,2012,70000,Diesel,Manual,1396 CC,5,17200
Audi A4 1.8 TFSI,2011,53000,Petrol,Automatic,1781 CC,5,40850
BMW X1 sDrive20d,2013,43000,Diesel,Automatic,1995 CC,5,75250
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,54000,Petrol,Automatic,1598 CC,5,26273
Hyundai i10 Magna,2014,51000,Petrol,Manual,1197 CC,5,16125
Mitsubishi Pajero 2.8 GLX CRZ,2007,78000,Diesel,Manual,2835 CC,6,26660
Honda City i DTEC SV,2014,25000,Diesel,Manual,1498 CC,5,26445
Maruti Alto K10 2010-2014 VXI,2012,12600,Petrol,Manual,998 CC,5,10320
Maruti Swift Ldi BSIII,2009,80000,Diesel,Manual,1248 CC,5,9245
Hyundai Grand i10 Magna,2016,21000,Petrol,Manual,1197 CC,5,16125
Ford Figo Petrol ZXI,2011,32000,Petrol,Manual,1196 CC,5,9245
Hyundai Grand i10 SportZ Edition,2015,50000,Petrol,Manual,1197 CC,5,20425
Maruti SX4 Vxi BSIV,2010,47500,Petrol,Manual,1586 CC,5,10535
Honda City i-VTEC VX,2017,7500,Petrol,Manual,1497 CC,5,47945
Renault Duster 110PS Diesel RxZ AMT,2016,68163,Diesel,Automatic,1461 CC,5,38270
Honda Amaze S i-Dtech,2014,61000,Diesel,Manual,1498 CC,5,18705
Toyota Innova 2.5 Z Diesel 7 Seater,2015,100000,Diesel,Manual,2494 CC,7,51600
BMW 3 Series 320d Highline,2009,61500,Diesel,Automatic,1995 CC,5,36550
Hyundai i10 Magna 1.1 iTech SE,2017,42883,Petrol,Manual,1086 CC,5,18361
Renault Duster 85PS Diesel RxL Optional with Nav,2012,97000,Diesel,Manual,1461 CC,5,18275
Mitsubishi Outlander 2.4,2010,39525,Petrol,Automatic,2360 CC,5,39775
Maruti Vitara Brezza LDi,2017,35384,Diesel,Manual,1248 CC,5,37023
Mercedes-Benz R-Class R350 CDI 4MATIC,2010,46000,Diesel,Automatic,2987 CC,7,120400
Ford EcoSport 1.5 Diesel Titanium,2018,32189,Diesel,Manual,1498 CC,5,39775
Hyundai Verna 1.6 CRDI AT SX Option,2016,27000,Diesel,Automatic,1582 CC,5,36980
Volkswagen Polo 1.2 MPI Highline,2018,22734,Petrol,Manual,1198 CC,5,32379
Renault Duster 110PS Diesel RxL,2014,58002,Diesel,Manual,1461 CC,5,24725
Honda Brio S Option AT,2012,31500,Petrol,Automatic,1198 CC,5,17845
Ford Figo 2015-2019 1.2P Titanium MT,2017,30933,Petrol,Manual,1196 CC,5,25112
Audi A6 2.0 TDI Design Edition,2012,27090,Diesel,Automatic,1968 CC,5,70950
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,29500,Diesel,Automatic,2993 CC,7,184900
Hyundai i10 Sportz Option,2013,45000,Petrol,Manual,1197 CC,5,15265
Hyundai i20 1.2 Asta Option,2018,11691,Petrol,Manual,1197 CC,5,38270
Skoda Octavia L and K 1.9 TDI MT,2006,121000,Diesel,Manual,1896 CC,5,10750
Hyundai Verna Transform SX VGT CRDi,2010,118077,Diesel,Manual,1493 CC,5,16555
Hyundai Verna 1.6 SX VTVT (O) AT,2012,36300,Petrol,Automatic,1591 CC,5,32250
Hyundai Getz GVS,2005,90000,Petrol,Manual,1341 CC,5,7740
Ford Figo Diesel EXI,2010,78000,Diesel,Manual,1399 CC,5,9675
Audi A6 2011-2015 35 TDI Technology,2015,42000,Diesel,Automatic,1968 CC,5,104275
Volkswagen Polo 1.2 MPI Highline,2015,27000,Petrol,Manual,1198 CC,5,18705
BMW X1 sDrive20d,2012,22000,Diesel,Automatic,1995 CC,5,49450
Honda City i VTEC SV,2014,49000,Petrol,Manual,1497 CC,5,20425
Hyundai i20 Sportz Option Diesel,2012,42600,Diesel,Manual,1396 CC,5,21457
Honda Jazz 1.2 V CVT i VTEC,2018,12794,Petrol,Automatic,1199 CC,5,39345
Maruti Swift 1.3 VXi,2006,125000,Petrol,Manual,,,10105
Honda CR-V 2.4 AT,2014,88046,Petrol,Automatic,2354 CC,5,60157
Mercedes-Benz A Class A180 CDI,2014,8000,Diesel,Automatic,2143 CC,5,84925
Mahindra XUV500 AT W10 AWD,2018,82739,Diesel,Automatic,2179 CC,7,72111
Mahindra Bolero SLX 2WD,2006,193000,Diesel,Manual,2523 CC,7,10750
Renault Scala RxL AT,2013,7000,Petrol,Automatic,1498 CC,5,15695
Land Rover Freelander 2 HSE SD4,2012,60000,Diesel,Automatic,2179 CC,5,101050
Maruti Alto 800 VXI,2017,38000,Petrol,Manual,796 CC,5,13373
Toyota Etios G,2013,56344,Petrol,Manual,1496 CC,5,19651
Hyundai i20 Sportz Option,2014,17858,Petrol,Manual,1197 CC,5,22876
Hyundai i10 Sportz,2012,53000,Petrol,Manual,1197 CC,5,13760
Maruti Swift VDI BSIV,2016,67906,Diesel,Manual,1248 CC,5,24209
Hyundai EON Magna Plus,2015,19000,Petrol,Manual,814 CC,5,12900
BMW 3 Series 320d,2010,67000,Diesel,Automatic,1995 CC,5,39775
Tata Indigo XL Classic Dicor,2011,80000,Diesel,Manual,1396 CC,5,5160
Maruti Alto 800 LXI,2015,61000,Petrol,Manual,796 CC,5,9245
Volkswagen Polo Diesel Highline 1.2L,2010,39000,Diesel,Manual,1199 CC,5,13115
Toyota Corolla Altis VL AT,2014,59000,Petrol,Automatic,1798 CC,5,49450
Hyundai Santro Xing GLS,2008,80931,Petrol,Manual,1086 CC,5,9890
Maruti Swift ZXI,2016,34000,Petrol,Manual,1197 CC,5,21285
Renault Scala Diesel RxL,2013,130000,Diesel,Manual,1461 CC,5,20425
Maruti Vitara Brezza ZDi Plus,2018,52380,Diesel,Manual,1248 CC,5,43645
Nissan Micra XV,2011,44000,Petrol,Manual,1198 CC,5,11395
Ford Figo Diesel EXI,2015,84000,Diesel,Manual,1399 CC,5,16340
Honda CR-V 2.0 AT,2017,41697,Petrol,Automatic,1997 CC,5,71724
Nissan Terrano XV 110 PS,2014,163000,Diesel,Manual,1461 CC,5,21500
Toyota Etios Liva 1.2 G,2011,42000,Petrol,Manual,1197 CC,5,16125
Hyundai i20 Asta 1.4 CRDi,2013,129000,Diesel,Manual,1396 CC,5,17673
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2015,32200,Petrol,Manual,1196 CC,5,18275
Mitsubishi Pajero 2.8 GLX CRZ,2004,129000,Diesel,Manual,2835 CC,6,14835
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,40000,Diesel,Automatic,1968 CC,5,96750
Toyota Innova 2.0 E,2006,150000,Petrol,Manual,1998 CC,8,19350
Chevrolet Aveo U-VA 1.2 LS,2007,140000,Petrol,Manual,1150 CC,5,3870
Hyundai Getz GLS,2006,63181,Petrol,Manual,1341 CC,5,7955
Honda Amaze S i-Dtech,2013,39575,Diesel,Manual,1498 CC,5,13975
Maruti Swift VDI BSIV W ABS,2010,63600,Diesel,Manual,1248 CC,5,13330
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,70374,Diesel,Manual,1498 CC,5,31562
Volkswagen CrossPolo 1.5 TDI,2015,26256,Diesel,Manual,1498 CC,5,18275
Hyundai Elite i20 Petrol Sportz,2016,13460,Petrol,Manual,1197 CC,5,27735
Toyota Innova 2.5 V Diesel 8-seater,2011,122000,Diesel,Manual,2494 CC,8,46225
Mercedes-Benz M-Class ML 250 CDI,2015,58589,Diesel,Automatic,2143 CC,5,119325
Maruti Wagon R LX BSIII,2005,115000,Petrol,Manual,1061 CC,5,4257
Ford Endeavour 2.2 Trend AT 4X2,2016,75000,Diesel,Automatic,2198 CC,7,103200
Hyundai Elite i20 Petrol Sportz,2016,30292,Petrol,Manual,1197 CC,5,26230
Honda WRV i-VTEC VX,2017,32248,Petrol,Manual,1199 CC,5,35475
Volkswagen Polo Petrol Highline 1.2L,2013,74000,Petrol,Manual,1198 CC,5,19995
Honda CR-V 2.0L 2WD MT,2014,56100,Petrol,Manual,1997 CC,5,41925
Hyundai Grand i10 1.2 Kappa Asta,2014,61325,Petrol,Manual,1197 CC,5,18920
Maruti Swift Dzire VXI,2014,33000,Petrol,Manual,1197 CC,5,17157
BMW 5 Series 2003-2012 530d,2016,18090,Diesel,Automatic,2993 CC,5,196639
Ford Ecosport 1.5 DV5 MT Ambiente,2014,71390,Diesel,Manual,1498 CC,5,22661
Maruti Wagon R LXI CNG,2014,41000,CNG,Manual,998 CC,5,15050
Honda City i DTec V,2016,67000,Diesel,Manual,1498 CC,5,31175
Tata Indigo LS,2008,99000,Diesel,Manual,1405 CC,5,6880
Renault Duster 110PS Diesel RxL,2014,142000,Diesel,Manual,1461 CC,5,25800
Hyundai i10 Sportz,2010,26966,Petrol,Manual,1197 CC,5,12900
Honda Jazz 1.2 SV i VTEC,2015,27628,Petrol,Manual,1199 CC,5,21285
Maruti SX4 S Cross DDiS 200 Zeta,2016,82497,Diesel,Manual,1248 CC,5,38657
Honda Accord VTi-L MT,2007,86000,Petrol,Manual,2354 CC,5,7955
Volkswagen Polo Petrol Comfortline 1.2L,2016,26981,Petrol,Manual,1198 CC,5,26488
Maruti Ritz VDi,2010,110471,Diesel,Manual,1248 CC,5,15050
Honda Amaze S Petrol,2014,69000,Petrol,Manual,1199 CC,5,19350
Hyundai i20 1.2 Asta Option,2017,12000,Petrol,Manual,1197 CC,5,33325
Renault Duster 85PS Diesel RxL,2014,77500,Diesel,Manual,1461 CC,5,28380
Hyundai Grand i10 Magna,2014,48031,Petrol,Manual,1197 CC,5,21414
BMW 3 Series 320d Highline,2008,170000,Diesel,Automatic,1995 CC,5,41925
Ford Ecosport 1.5 DV5 MT Trend,2014,69565,Diesel,Manual,1498 CC,5,23865
Volkswagen Vento 1.5 TDI Highline AT,2016,45492,Diesel,Automatic,1498 CC,5,44290
Honda Accord 2.4 AT,2011,85000,Petrol,Automatic,2354 CC,5,32250
Chevrolet Aveo 1.4,2008,55902,Petrol,Manual,1399 CC,5,7740
Volkswagen Polo 1.2 MPI Highline Plus,2017,18500,Petrol,Manual,1199 CC,5,26875
Mahindra Xylo D4 BS III,2015,129750,Diesel,Manual,2489 CC,7,29240
Hyundai i10 Magna AT,2009,50902,Petrol,Automatic,1197 CC,5,12900
Mahindra XUV500 W8 4WD,2015,84725,Diesel,Manual,2179 CC,7,49880
Hyundai Elantra CRDi SX,2013,40000,Diesel,Manual,1582 CC,5,29885
Volkswagen Passat 1.8 TSI MT,2010,60000,Petrol,Manual,1798 CC,5,15050
Hyundai Grand i10 1.2 Kappa Sportz,2014,33496,Petrol,Manual,1197 CC,5,23650
Hyundai i20 Asta Option 1.2,2015,25000,Petrol,Manual,1197 CC,5,24295
Chevrolet Enjoy TCDi LS 8 Seater,2013,71000,Diesel,Manual,1248 CC,8,13975
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,20826,Petrol,Automatic,1598 CC,5,33196
Hyundai Creta 1.6 CRDi SX,2016,42244,Diesel,Manual,1582 CC,5,51600
Chevrolet Beat Diesel PS,2013,98598,Diesel,Manual,936 CC,5,6665
Toyota Fortuner 3.0 Diesel,2011,62100,Diesel,Manual,2982 CC,7,46225
Hyundai i20 Sportz Option 1.2,2016,44238,Petrol,Manual,1197 CC,5,28896
Audi Q7 3.0 TDI quattro,2012,91743,Diesel,Automatic,2967 CC,7,122765
Porsche Panamera Diesel,2013,19828,Diesel,Automatic,2967 CC,4,322500
Honda City i VTEC VX,2016,36891,Petrol,Manual,1497 CC,5,45107
Mahindra Quanto C4,2012,90049,Diesel,Manual,1493 CC,7,16340
Audi A4 2.0 TDI Multitronic,2012,74002,Diesel,Automatic,1968 CC,5,79550
Hyundai Sonata Transform 2.4 GDi AT,2013,41000,Petrol,Automatic,2359 CC,5,25800
Hyundai Verna 1.6 SX,2012,83678,Diesel,Manual,1582 CC,5,23650
Maruti Wagon R LXI BS IV,2010,91000,Petrol,Manual,998 CC,5,9890
Maruti Ertiga SHVS ZDI Plus,2016,50000,Diesel,Manual,1248 CC,7,37410
Hyundai Xcent 1.1 CRDi S Option,2015,58000,Diesel,Manual,1120 CC,5,21285
Maruti Swift VDI,2012,80000,Diesel,Manual,1248 CC,5,18275
Mahindra XUV500 W6 2WD,2017,41290,Diesel,Manual,2179 CC,7,47042
BMW 5 Series 520d Luxury Line,2013,65000,Diesel,Automatic,1995 CC,5,91418
Toyota Corolla Altis 1.8 G,2016,16471,Petrol,Manual,1798 CC,5,49450
Hyundai i20 Asta 1.4 CRDi,2015,54339,Diesel,Manual,1396 CC,5,25800
Mahindra KUV 100 mFALCON G80 K2,2016,24025,Petrol,Manual,1198 CC,6,17630
Maruti Alto 800 2016-2019 LXI,2013,24027,Petrol,Manual,796 CC,5,8643
Fiat Punto EVO 1.2 Emotion,2010,59270,Petrol,Manual,1172 CC,5,11180
Maruti Wagon R VXI BS IV,2012,40000,Petrol,Manual,998 CC,5,10105
Mitsubishi Pajero 4X4 LHD,2012,155566,Diesel,Manual,2835 CC,6,39345
Honda Brio EX MT,2013,42320,Petrol,Manual,1198 CC,5,12470
Hyundai i20 Asta Option 1.4 CRDi,2017,24153,Diesel,Manual,1396 CC,5,39474
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,27000,Petrol,Automatic,1591 CC,5,49235
Maruti Alto Green LXi (CNG),2012,92000,CNG,Manual,796 CC,5,9030
Honda Amaze S i-VTEC,2017,61795,Petrol,Manual,1198 CC,5,23779
Mahindra KUV 100 mFALCON G80 K6 Plus,2016,13500,Petrol,Manual,1198 CC,6,16125
Honda City i-VTEC CVT VX,2018,4500,Petrol,Automatic,1497 CC,5,53750
Mahindra XUV500 AT W10 FWD,2017,23000,Diesel,Automatic,2179 CC,7,66650
Hyundai Santro GLS I - Euro I,2011,65400,Petrol,Manual,1086 CC,5,9030
Mercedes-Benz New C-Class 220 CDI AT,2013,80578,Diesel,Automatic,2143 CC,5,62350
Renault Duster 110PS Diesel RxZ AMT,2017,42646,Diesel,Automatic,1461 CC,5,53578
Volkswagen Polo 1.2 MPI Comfortline,2014,30000,Petrol,Manual,1198 CC,5,22575
BMW 5 Series 520d Sedan,2012,90000,Diesel,Automatic,,,62350
Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,98000,Diesel,Automatic,2987 CC,5,107500
Hyundai Santro GLS II - Euro II,2012,66400,Petrol,Manual,,,11438
Jaguar XJ 3.0L Premium Luxury,2012,50000,Diesel,Automatic,2993 CC,4,193500
Maruti Swift VDI,2015,63310,Diesel,Manual,1248 CC,5,21930
Honda Amaze S i-Dtech,2014,66000,Diesel,Manual,1498 CC,5,15050
BMW 3 Series 320d Highline,2011,74000,Diesel,Automatic,1995 CC,5,53750
Hyundai Verna 1.4 EX,2012,93000,Diesel,Manual,1396 CC,5,23865
Toyota Fortuner 4x2 4 Speed AT,2015,70000,Diesel,Automatic,2982 CC,7,83764
Maruti Swift VXI,2012,48772,Petrol,Manual,1197 CC,5,16813
Chevrolet Beat LS,2010,66000,Petrol,Manual,1199 CC,5,9417
